type,native,android,symbol,unicode,utf-8,description
uncategorized,💏,💏,💏,U+1F48F,\xF0\x9F\x92\x8F,kiss
uncategorized,💐,💐,💐,U+1F490,\xF0\x9F\x92\x90,bouquet
uncategorized,💑,💑,💑,U+1F491,\xF0\x9F\x92\x91,couple with heart
uncategorized,💒,💒,💒,U+1F492,\xF0\x9F\x92\x92,wedding
uncategorized,💓,💓,💓,U+1F493,\xF0\x9F\x92\x93,beating heart
uncategorized,💔,💔,💔,U+1F494,\xF0\x9F\x92\x94,broken heart
uncategorized,💕,💕,💕,U+1F495,\xF0\x9F\x92\x95,two hearts
uncategorized,💖,💖,💖,U+1F496,\xF0\x9F\x92\x96,sparkling heart
uncategorized,💗,💗,💗,U+1F497,\xF0\x9F\x92\x97,growing heart
uncategorized,💘,💘,💘,U+1F498,\xF0\x9F\x92\x98,heart with arrow
uncategorized,💙,💙,💙,U+1F499,\xF0\x9F\x92\x99,blue heart
uncategorized,💚,💚,💚,U+1F49A,\xF0\x9F\x92\x9A,green heart
uncategorized,💛,💛,💛,U+1F49B,\xF0\x9F\x92\x9B,yellow heart
uncategorized,💜,💜,💜,U+1F49C,\xF0\x9F\x92\x9C,purple heart
uncategorized,💝,💝,💝,U+1F49D,\xF0\x9F\x92\x9D,heart with ribbon
uncategorized,💞,💞,💞,U+1F49E,\xF0\x9F\x92\x9E,revolving hearts
uncategorized,💟,💟,💟,U+1F49F,\xF0\x9F\x92\x9F,heart decoration
uncategorized,💠,💠,💠,U+1F4A0,\xF0\x9F\x92\xA0,diamond shape with a dot inside
uncategorized,💡,💡,💡,U+1F4A1,\xF0\x9F\x92\xA1,electric light bulb
uncategorized,💢,💢,💢,U+1F4A2,\xF0\x9F\x92\xA2,anger symbol
uncategorized,💣,💣,💣,U+1F4A3,\xF0\x9F\x92\xA3,bomb
uncategorized,💤,💤,💤,U+1F4A4,\xF0\x9F\x92\xA4,sleeping symbol
uncategorized,💥,💥,💥,U+1F4A5,\xF0\x9F\x92\xA5,collision symbol
uncategorized,💦,💦,💦,U+1F4A6,\xF0\x9F\x92\xA6,splashing sweat symbol
uncategorized,💧,💧,💧,U+1F4A7,\xF0\x9F\x92\xA7,droplet
uncategorized,💨,💨,💨,U+1F4A8,\xF0\x9F\x92\xA8,dash symbol
uncategorized,💩,💩,💩,U+1F4A9,\xF0\x9F\x92\xA9,pile of poo
uncategorized,💪,💪,💪,U+1F4AA,\xF0\x9F\x92\xAA,flexed biceps
uncategorized,💫,💫,💫,U+1F4AB,\xF0\x9F\x92\xAB,dizzy symbol
uncategorized,💬,💬,💬,U+1F4AC,\xF0\x9F\x92\xAC,speech balloon
uncategorized,💮,💮,💮,U+1F4AE,\xF0\x9F\x92\xAE,white flower
uncategorized,💯,💯,💯,U+1F4AF,\xF0\x9F\x92\xAF,hundred points symbol
uncategorized,💰,💰,💰,U+1F4B0,\xF0\x9F\x92\xB0,money bag
uncategorized,💱,💱,💱,U+1F4B1,\xF0\x9F\x92\xB1,currency exchange
uncategorized,💲,💲,💲,U+1F4B2,\xF0\x9F\x92\xB2,heavy dollar sign
uncategorized,💳,💳,💳,U+1F4B3,\xF0\x9F\x92\xB3,credit card
uncategorized,💴,💴,💴,U+1F4B4,\xF0\x9F\x92\xB4,banknote with yen sign
uncategorized,💵,💵,💵,U+1F4B5,\xF0\x9F\x92\xB5,banknote with dollar sign
uncategorized,💸,💸,💸,U+1F4B8,\xF0\x9F\x92\xB8,money with wings
uncategorized,💹,💹,💹,U+1F4B9,\xF0\x9F\x92\xB9,chart with upwards trend and yen sign
uncategorized,💺,💺,💺,U+1F4BA,\xF0\x9F\x92\xBA,seat
uncategorized,💻,💻,💻,U+1F4BB,\xF0\x9F\x92\xBB,personal computer
uncategorized,💼,💼,💼,U+1F4BC,\xF0\x9F\x92\xBC,briefcase
uncategorized,💽,💽,💽,U+1F4BD,\xF0\x9F\x92\xBD,minidisc
uncategorized,💾,💾,💾,U+1F4BE,\xF0\x9F\x92\xBE,floppy disk
uncategorized,💿,💿,💿,U+1F4BF,\xF0\x9F\x92\xBF,optical disc
uncategorized,📀,📀,📀,U+1F4C0,\xF0\x9F\x93\x80,dvd
uncategorized,📁,📁,📁,U+1F4C1,\xF0\x9F\x93\x81,file folder
uncategorized,📂,📂,📂,U+1F4C2,\xF0\x9F\x93\x82,open file folder
uncategorized,📃,📃,📃,U+1F4C3,\xF0\x9F\x93\x83,page with curl
uncategorized,📄,📄,📄,U+1F4C4,\xF0\x9F\x93\x84,page facing up
uncategorized,📅,📅,📅,U+1F4C5,\xF0\x9F\x93\x85,calendar
uncategorized,📆,📆,📆,U+1F4C6,\xF0\x9F\x93\x86,tear-off calendar
uncategorized,📇,📇,📇,U+1F4C7,\xF0\x9F\x93\x87,card index
uncategorized,📈,📈,📈,U+1F4C8,\xF0\x9F\x93\x88,chart with upwards trend
uncategorized,📉,📉,📉,U+1F4C9,\xF0\x9F\x93\x89,chart with downwards trend
uncategorized,📊,📊,📊,U+1F4CA,\xF0\x9F\x93\x8A,bar chart
uncategorized,📋,📋,📋,U+1F4CB,\xF0\x9F\x93\x8B,clipboard
uncategorized,📌,📌,📌,U+1F4CC,\xF0\x9F\x93\x8C,pushpin
uncategorized,📍,📍,📍,U+1F4CD,\xF0\x9F\x93\x8D,round pushpin
uncategorized,📎,📎,📎,U+1F4CE,\xF0\x9F\x93\x8E,paperclip
uncategorized,📏,📏,📏,U+1F4CF,\xF0\x9F\x93\x8F,straight ruler
uncategorized,📐,📐,📐,U+1F4D0,\xF0\x9F\x93\x90,triangular ruler
uncategorized,📑,📑,📑,U+1F4D1,\xF0\x9F\x93\x91,bookmark tabs
uncategorized,📒,📒,📒,U+1F4D2,\xF0\x9F\x93\x92,ledger
uncategorized,📓,📓,📓,U+1F4D3,\xF0\x9F\x93\x93,notebook
uncategorized,📔,📔,📔,U+1F4D4,\xF0\x9F\x93\x94,notebook with decorative cover
uncategorized,📕,📕,📕,U+1F4D5,\xF0\x9F\x93\x95,closed book
uncategorized,📖,📖,📖,U+1F4D6,\xF0\x9F\x93\x96,open book
uncategorized,📗,📗,📗,U+1F4D7,\xF0\x9F\x93\x97,green book
uncategorized,📘,📘,📘,U+1F4D8,\xF0\x9F\x93\x98,blue book
uncategorized,📙,📙,📙,U+1F4D9,\xF0\x9F\x93\x99,orange book
uncategorized,📚,📚,📚,U+1F4DA,\xF0\x9F\x93\x9A,books
uncategorized,📛,📛,📛,U+1F4DB,\xF0\x9F\x93\x9B,name badge
uncategorized,📜,📜,📜,U+1F4DC,\xF0\x9F\x93\x9C,scroll
uncategorized,📝,📝,📝,U+1F4DD,\xF0\x9F\x93\x9D,memo
uncategorized,📞,📞,📞,U+1F4DE,\xF0\x9F\x93\x9E,telephone receiver
uncategorized,📟,📟,📟,U+1F4DF,\xF0\x9F\x93\x9F,pager
uncategorized,📠,📠,📠,U+1F4E0,\xF0\x9F\x93\xA0,fax machine
uncategorized,📡,📡,📡,U+1F4E1,\xF0\x9F\x93\xA1,satellite antenna
uncategorized,📢,📢,📢,U+1F4E2,\xF0\x9F\x93\xA2,public address loudspeaker
uncategorized,📣,📣,📣,U+1F4E3,\xF0\x9F\x93\xA3,cheering megaphone
uncategorized,📤,📤,📤,U+1F4E4,\xF0\x9F\x93\xA4,outbox tray
uncategorized,📥,📥,📥,U+1F4E5,\xF0\x9F\x93\xA5,inbox tray
uncategorized,📦,📦,📦,U+1F4E6,\xF0\x9F\x93\xA6,package
uncategorized,📧,📧,📧,U+1F4E7,\xF0\x9F\x93\xA7,e-mail symbol
uncategorized,📨,📨,📨,U+1F4E8,\xF0\x9F\x93\xA8,incoming envelope
uncategorized,📩,📩,📩,U+1F4E9,\xF0\x9F\x93\xA9,envelope with downwards arrow above
uncategorized,📪,📪,📪,U+1F4EA,\xF0\x9F\x93\xAA,closed mailbox with lowered flag
uncategorized,📫,📫,📫,U+1F4EB,\xF0\x9F\x93\xAB,closed mailbox with raised flag
uncategorized,📮,📮,📮,U+1F4EE,\xF0\x9F\x93\xAE,postbox
uncategorized,📰,📰,📰,U+1F4F0,\xF0\x9F\x93\xB0,newspaper
uncategorized,📱,📱,📱,U+1F4F1,\xF0\x9F\x93\xB1,mobile phone
uncategorized,📲,📲,📲,U+1F4F2,\xF0\x9F\x93\xB2,mobile phone with rightwards arrow at left
uncategorized,📳,📳,📳,U+1F4F3,\xF0\x9F\x93\xB3,vibration mode
uncategorized,📴,📴,📴,U+1F4F4,\xF0\x9F\x93\xB4,mobile phone off
uncategorized,📶,📶,📶,U+1F4F6,\xF0\x9F\x93\xB6,antenna with bars
uncategorized,📷,📷,📷,U+1F4F7,\xF0\x9F\x93\xB7,camera
uncategorized,📹,📹,📹,U+1F4F9,\xF0\x9F\x93\xB9,video camera
uncategorized,📺,📺,📺,U+1F4FA,\xF0\x9F\x93\xBA,television
uncategorized,📻,📻,📻,U+1F4FB,\xF0\x9F\x93\xBB,radio
uncategorized,📼,📼,📼,U+1F4FC,\xF0\x9F\x93\xBC,videocassette
uncategorized,🔃,🔃,🔃,U+1F503,\xF0\x9F\x94\x83,clockwise downwards and upwards open circle arrows
uncategorized,🔊,🔊,🔊,U+1F50A,\xF0\x9F\x94\x8A,speaker with three sound waves
uncategorized,🔋,🔋,🔋,U+1F50B,\xF0\x9F\x94\x8B,battery
uncategorized,🔌,🔌,🔌,U+1F50C,\xF0\x9F\x94\x8C,electric plug
uncategorized,🔍,🔍,🔍,U+1F50D,\xF0\x9F\x94\x8D,left-pointing magnifying glass
uncategorized,🔎,🔎,🔎,U+1F50E,\xF0\x9F\x94\x8E,right-pointing magnifying glass
uncategorized,🔏,🔏,🔏,U+1F50F,\xF0\x9F\x94\x8F,lock with ink pen
uncategorized,🔐,🔐,🔐,U+1F510,\xF0\x9F\x94\x90,closed lock with key
uncategorized,🔑,🔑,🔑,U+1F511,\xF0\x9F\x94\x91,key
uncategorized,🔒,🔒,🔒,U+1F512,\xF0\x9F\x94\x92,lock
uncategorized,🔓,🔓,🔓,U+1F513,\xF0\x9F\x94\x93,open lock
uncategorized,🔔,🔔,🔔,U+1F514,\xF0\x9F\x94\x94,bell
uncategorized,🔖,🔖,🔖,U+1F516,\xF0\x9F\x94\x96,bookmark
uncategorized,🔗,🔗,🔗,U+1F517,\xF0\x9F\x94\x97,link symbol
uncategorized,🔘,🔘,🔘,U+1F518,\xF0\x9F\x94\x98,radio button
uncategorized,🔙,🔙,🔙,U+1F519,\xF0\x9F\x94\x99,back with leftwards arrow above
uncategorized,🔚,🔚,🔚,U+1F51A,\xF0\x9F\x94\x9A,end with leftwards arrow above
uncategorized,🔛,🔛,🔛,U+1F51B,\xF0\x9F\x94\x9B,on with exclamation mark with left right arrow above
uncategorized,🔜,🔜,🔜,U+1F51C,\xF0\x9F\x94\x9C,soon with rightwards arrow above
uncategorized,🔝,🔝,🔝,U+1F51D,\xF0\x9F\x94\x9D,top with upwards arrow above
uncategorized,🔞,🔞,🔞,U+1F51E,\xF0\x9F\x94\x9E,no one under eighteen symbol
uncategorized,🔟,🔟,🔟,U+1F51F,\xF0\x9F\x94\x9F,keycap ten
uncategorized,🔠,🔠,🔠,U+1F520,\xF0\x9F\x94\xA0,input symbol for latin capital letters
uncategorized,🔡,🔡,🔡,U+1F521,\xF0\x9F\x94\xA1,input symbol for latin small letters
uncategorized,🔢,🔢,🔢,U+1F522,\xF0\x9F\x94\xA2,input symbol for numbers
uncategorized,🔣,🔣,🔣,U+1F523,\xF0\x9F\x94\xA3,input symbol for symbols
uncategorized,🔤,🔤,🔤,U+1F524,\xF0\x9F\x94\xA4,input symbol for latin letters
uncategorized,🔥,🔥,🔥,U+1F525,\xF0\x9F\x94\xA5,fire
uncategorized,🔦,🔦,🔦,U+1F526,\xF0\x9F\x94\xA6,electric torch
uncategorized,🔧,🔧,🔧,U+1F527,\xF0\x9F\x94\xA7,wrench
uncategorized,🔨,🔨,🔨,U+1F528,\xF0\x9F\x94\xA8,hammer
uncategorized,🔩,🔩,🔩,U+1F529,\xF0\x9F\x94\xA9,nut and bolt
uncategorized,🔪,🔪,🔪,U+1F52A,\xF0\x9F\x94\xAA,hocho
uncategorized,🔫,🔫,🔫,U+1F52B,\xF0\x9F\x94\xAB,pistol
uncategorized,🔮,🔮,🔮,U+1F52E,\xF0\x9F\x94\xAE,crystal ball
uncategorized,🔯,🔯,🔯,U+1F52F,\xF0\x9F\x94\xAF,six pointed star with middle dot
uncategorized,🔰,🔰,🔰,U+1F530,\xF0\x9F\x94\xB0,japanese symbol for beginner
uncategorized,🔱,🔱,🔱,U+1F531,\xF0\x9F\x94\xB1,trident emblem
uncategorized,🔲,🔲,🔲,U+1F532,\xF0\x9F\x94\xB2,black square button
uncategorized,🔳,🔳,🔳,U+1F533,\xF0\x9F\x94\xB3,white square button
uncategorized,🔴,🔴,🔴,U+1F534,\xF0\x9F\x94\xB4,large red circle
uncategorized,🔵,🔵,🔵,U+1F535,\xF0\x9F\x94\xB5,large blue circle
uncategorized,🔶,🔶,🔶,U+1F536,\xF0\x9F\x94\xB6,large orange diamond
uncategorized,🔷,🔷,🔷,U+1F537,\xF0\x9F\x94\xB7,large blue diamond
uncategorized,🔸,🔸,🔸,U+1F538,\xF0\x9F\x94\xB8,small orange diamond
uncategorized,🔹,🔹,🔹,U+1F539,\xF0\x9F\x94\xB9,small blue diamond
uncategorized,🔺,🔺,🔺,U+1F53A,\xF0\x9F\x94\xBA,up-pointing red triangle
uncategorized,🔻,🔻,🔻,U+1F53B,\xF0\x9F\x94\xBB,down-pointing red triangle
uncategorized,🔼,🔼,🔼,U+1F53C,\xF0\x9F\x94\xBC,up-pointing small red triangle
uncategorized,🔽,🔽,🔽,U+1F53D,\xF0\x9F\x94\xBD,down-pointing small red triangle
uncategorized,🕐,🕐,🕐,U+1F550,\xF0\x9F\x95\x90,clock face one oclock
uncategorized,🕑,🕑,🕑,U+1F551,\xF0\x9F\x95\x91,clock face two oclock
uncategorized,🕒,🕒,🕒,U+1F552,\xF0\x9F\x95\x92,clock face three oclock
uncategorized,🕓,🕓,🕓,U+1F553,\xF0\x9F\x95\x93,clock face four oclock
uncategorized,🕔,🕔,🕔,U+1F554,\xF0\x9F\x95\x94,clock face five oclock
uncategorized,🕕,🕕,🕕,U+1F555,\xF0\x9F\x95\x95,clock face six oclock
uncategorized,🕖,🕖,🕖,U+1F556,\xF0\x9F\x95\x96,clock face seven oclock
uncategorized,🕗,🕗,🕗,U+1F557,\xF0\x9F\x95\x97,clock face eight oclock
uncategorized,🕘,🕘,🕘,U+1F558,\xF0\x9F\x95\x98,clock face nine oclock
uncategorized,🕙,🕙,🕙,U+1F559,\xF0\x9F\x95\x99,clock face ten oclock
uncategorized,🕚,🕚,🕚,U+1F55A,\xF0\x9F\x95\x9A,clock face eleven oclock
uncategorized,🕛,🕛,🕛,U+1F55B,\xF0\x9F\x95\x9B,clock face twelve oclock
uncategorized,🗻,🗻,🗻,U+1F5FB,\xF0\x9F\x97\xBB,mount fuji
uncategorized,🗼,🗼,🗼,U+1F5FC,\xF0\x9F\x97\xBC,tokyo tower
uncategorized,🗽,🗽,🗽,U+1F5FD,\xF0\x9F\x97\xBD,statue of liberty
uncategorized,🗾,🗾,🗾,U+1F5FE,\xF0\x9F\x97\xBE,silhouette of japan
uncategorized,🗿,🗿,🗿,U+1F5FF,\xF0\x9F\x97\xBF,moyai
misc,🌍,🌍,🌍,U+1F30D,\xF0\x9F\x8C\x8D,earth globe europe-africa
misc,🌎,🌎,🌎,U+1F30E,\xF0\x9F\x8C\x8E,earth globe americas
misc,🌐,🌐,🌐,U+1F310,\xF0\x9F\x8C\x90,globe with meridians
misc,🌒,🌒,🌒,U+1F312,\xF0\x9F\x8C\x92,waxing crescent moon symbol
misc,🌖,🌖,🌖,U+1F316,\xF0\x9F\x8C\x96,waning gibbous moon symbol
misc,🌗,🌗,🌗,U+1F317,\xF0\x9F\x8C\x97,last quarter moon symbol
misc,🌘,🌘,🌘,U+1F318,\xF0\x9F\x8C\x98,waning crescent moon symbol
misc,🌚,🌚,🌚,U+1F31A,\xF0\x9F\x8C\x9A,new moon with face
misc,🌜,🌜,🌜,U+1F31C,\xF0\x9F\x8C\x9C,last quarter moon with face
misc,🌝,🌝,🌝,U+1F31D,\xF0\x9F\x8C\x9D,full moon with face
misc,🌞,🌞,🌞,U+1F31E,\xF0\x9F\x8C\x9E,sun with face
misc,🌲,🌲,🌲,U+1F332,\xF0\x9F\x8C\xB2,evergreen tree
misc,🌳,🌳,🌳,U+1F333,\xF0\x9F\x8C\xB3,deciduous tree
misc,🍋,🍋,🍋,U+1F34B,\xF0\x9F\x8D\x8B,lemon
misc,🍐,🍐,🍐,U+1F350,\xF0\x9F\x8D\x90,pear
misc,🍼,🍼,🍼,U+1F37C,\xF0\x9F\x8D\xBC,baby bottle
misc,🏇,🏇,🏇,U+1F3C7,\xF0\x9F\x8F\x87,horse racing
misc,🏉,🏉,🏉,U+1F3C9,\xF0\x9F\x8F\x89,rugby football
misc,🏤,🏤,🏤,U+1F3E4,\xF0\x9F\x8F\xA4,european post office
misc,🐀,🐀,🐀,U+1F400,\xF0\x9F\x90\x80,rat
misc,🐁,🐁,🐁,U+1F401,\xF0\x9F\x90\x81,mouse
misc,🐂,🐂,🐂,U+1F402,\xF0\x9F\x90\x82,ox
misc,🐃,🐃,🐃,U+1F403,\xF0\x9F\x90\x83,water buffalo
misc,🐄,🐄,🐄,U+1F404,\xF0\x9F\x90\x84,cow
misc,🐅,🐅,🐅,U+1F405,\xF0\x9F\x90\x85,tiger
misc,🐆,🐆,🐆,U+1F406,\xF0\x9F\x90\x86,leopard
misc,🐇,🐇,🐇,U+1F407,\xF0\x9F\x90\x87,rabbit
misc,🐈,🐈,🐈,U+1F408,\xF0\x9F\x90\x88,cat
misc,🐉,🐉,🐉,U+1F409,\xF0\x9F\x90\x89,dragon
misc,🐊,🐊,🐊,U+1F40A,\xF0\x9F\x90\x8A,crocodile
misc,🐋,🐋,🐋,U+1F40B,\xF0\x9F\x90\x8B,whale
misc,🐏,🐏,🐏,U+1F40F,\xF0\x9F\x90\x8F,ram
misc,🐐,🐐,🐐,U+1F410,\xF0\x9F\x90\x90,goat
misc,🐓,🐓,🐓,U+1F413,\xF0\x9F\x90\x93,rooster
misc,🐕,🐕,🐕,U+1F415,\xF0\x9F\x90\x95,dog
misc,🐖,🐖,🐖,U+1F416,\xF0\x9F\x90\x96,pig
misc,🐪,🐪,🐪,U+1F42A,\xF0\x9F\x90\xAA,dromedary camel
misc,👥,👥,👥,U+1F465,\xF0\x9F\x91\xA5,busts in silhouette
misc,👬,👬,👬,U+1F46C,\xF0\x9F\x91\xAC,two men holding hands
misc,👭,👭,👭,U+1F46D,\xF0\x9F\x91\xAD,two women holding hands
misc,💭,💭,💭,U+1F4AD,\xF0\x9F\x92\xAD,thought balloon
misc,💶,💶,💶,U+1F4B6,\xF0\x9F\x92\xB6,banknote with euro sign
misc,💷,💷,💷,U+1F4B7,\xF0\x9F\x92\xB7,banknote with pound sign
misc,📬,📬,📬,U+1F4EC,\xF0\x9F\x93\xAC,open mailbox with raised flag
misc,📭,📭,📭,U+1F4ED,\xF0\x9F\x93\xAD,open mailbox with lowered flag
misc,📯,📯,📯,U+1F4EF,\xF0\x9F\x93\xAF,postal horn
misc,📵,📵,📵,U+1F4F5,\xF0\x9F\x93\xB5,no mobile phones
misc,🔀,🔀,🔀,U+1F500,\xF0\x9F\x94\x80,twisted rightwards arrows
misc,🔁,🔁,🔁,U+1F501,\xF0\x9F\x94\x81,clockwise rightwards and leftwards open circle arrows
misc,🔂,🔂,🔂,U+1F502,\xF0\x9F\x94\x82,clockwise rightwards and leftwards open circle arrows with circled one overlay
misc,🔄,🔄,🔄,U+1F504,\xF0\x9F\x94\x84,anticlockwise downwards and upwards open circle arrows
misc,🔅,🔅,🔅,U+1F505,\xF0\x9F\x94\x85,low brightness symbol
misc,🔆,🔆,🔆,U+1F506,\xF0\x9F\x94\x86,high brightness symbol
misc,🔇,🔇,🔇,U+1F507,\xF0\x9F\x94\x87,speaker with cancellation stroke
misc,🔉,🔉,🔉,U+1F509,\xF0\x9F\x94\x89,speaker with one sound wave
misc,🔕,🔕,🔕,U+1F515,\xF0\x9F\x94\x95,bell with cancellation stroke
misc,🔬,🔬,🔬,U+1F52C,\xF0\x9F\x94\xAC,microscope
misc,🔭,🔭,🔭,U+1F52D,\xF0\x9F\x94\xAD,telescope
misc,🕜,🕜,🕜,U+1F55C,\xF0\x9F\x95\x9C,clock face one-thirty
misc,🕝,🕝,🕝,U+1F55D,\xF0\x9F\x95\x9D,clock face two-thirty
misc,🕞,🕞,🕞,U+1F55E,\xF0\x9F\x95\x9E,clock face three-thirty
misc,🕟,🕟,🕟,U+1F55F,\xF0\x9F\x95\x9F,clock face four-thirty
misc,🕠,🕠,🕠,U+1F560,\xF0\x9F\x95\xA0,clock face five-thirty
misc,🕡,🕡,🕡,U+1F561,\xF0\x9F\x95\xA1,clock face six-thirty
misc,🕢,🕢,🕢,U+1F562,\xF0\x9F\x95\xA2,clock face seven-thirty
misc,🕣,🕣,🕣,U+1F563,\xF0\x9F\x95\xA3,clock face eight-thirty
misc,🕤,🕤,🕤,U+1F564,\xF0\x9F\x95\xA4,clock face nine-thirty
misc,🕥,🕥,🕥,U+1F565,\xF0\x9F\x95\xA5,clock face ten-thirty
misc,🕦,🕦,🕦,U+1F566,\xF0\x9F\x95\xA6,clock face eleven-thirty
misc,🕧,🕧,🕧,U+1F567,\xF0\x9F\x95\xA7,clock face twelve-thirty
