hex_codepoint,status,emoji,e_version,description,utf8_bytes,utf8_str,utf8_clean,unicode_bytes,unicode_str
1F321 FE0F,fully-qualified,🌡️,E0.7,thermometer,b'\xf0\x9f\x8c\xa1\xef\xb8\x8f',\xf0\x9f\x8c\xa1\xef\xb8\x8f,xf0x9fx8cxa1xefxb8x8f,b'\\U0001f321\\ufe0f',\\U0001f321\\ufe0f
1F321,unqualified,🌡,E0.7,thermometer,b'\xf0\x9f\x8c\xa1',\xf0\x9f\x8c\xa1,xf0x9fx8cxa1,b'\\U0001f321',\\U0001f321
2600 FE0F,fully-qualified,☀️,E0.6,sun,b'\xe2\x98\x80\xef\xb8\x8f',\xe2\x98\x80\xef\xb8\x8f,xe2x98x80xefxb8x8f,b'\\u2600\\ufe0f',\\u2600\\ufe0f
2600,unqualified,☀,E0.6,sun,b'\xe2\x98\x80',\xe2\x98\x80,xe2x98x80,b'\\u2600',\\u2600
1F31D,fully-qualified,🌝,E1.0,full moon face,b'\xf0\x9f\x8c\x9d',\xf0\x9f\x8c\x9d,xf0x9fx8cx9d,b'\\U0001f31d',\\U0001f31d
1F31E,fully-qualified,🌞,E1.0,sun with face,b'\xf0\x9f\x8c\x9e',\xf0\x9f\x8c\x9e,xf0x9fx8cx9e,b'\\U0001f31e',\\U0001f31e
1FA90,fully-qualified,🪐,E12.0,ringed planet,b'\xf0\x9f\xaa\x90',\xf0\x9f\xaa\x90,xf0x9fxaax90,b'\\U0001fa90',\\U0001fa90
2B50,fully-qualified,⭐,E0.6,star,b'\xe2\xad\x90',\xe2\xad\x90,xe2xadx90,b'\\u2b50',\\u2b50
1F31F,fully-qualified,🌟,E0.6,glowing star,b'\xf0\x9f\x8c\x9f',\xf0\x9f\x8c\x9f,xf0x9fx8cx9f,b'\\U0001f31f',\\U0001f31f
1F320,fully-qualified,🌠,E0.6,shooting star,b'\xf0\x9f\x8c\xa0',\xf0\x9f\x8c\xa0,xf0x9fx8cxa0,b'\\U0001f320',\\U0001f320
1F30C,fully-qualified,🌌,E0.6,milky way,b'\xf0\x9f\x8c\x8c',\xf0\x9f\x8c\x8c,xf0x9fx8cx8c,b'\\U0001f30c',\\U0001f30c
2601 FE0F,fully-qualified,☁️,E0.6,cloud,b'\xe2\x98\x81\xef\xb8\x8f',\xe2\x98\x81\xef\xb8\x8f,xe2x98x81xefxb8x8f,b'\\u2601\\ufe0f',\\u2601\\ufe0f
2601,unqualified,☁,E0.6,cloud,b'\xe2\x98\x81',\xe2\x98\x81,xe2x98x81,b'\\u2601',\\u2601
26C5,fully-qualified,⛅,E0.6,sun behind cloud,b'\xe2\x9b\x85',\xe2\x9b\x85,xe2x9bx85,b'\\u26c5',\\u26c5
26C8 FE0F,fully-qualified,⛈️,E0.7,cloud with lightning and rain,b'\xe2\x9b\x88\xef\xb8\x8f',\xe2\x9b\x88\xef\xb8\x8f,xe2x9bx88xefxb8x8f,b'\\u26c8\\ufe0f',\\u26c8\\ufe0f
26C8,unqualified,⛈,E0.7,cloud with lightning and rain,b'\xe2\x9b\x88',\xe2\x9b\x88,xe2x9bx88,b'\\u26c8',\\u26c8
1F324 FE0F,fully-qualified,🌤️,E0.7,sun behind small cloud,b'\xf0\x9f\x8c\xa4\xef\xb8\x8f',\xf0\x9f\x8c\xa4\xef\xb8\x8f,xf0x9fx8cxa4xefxb8x8f,b'\\U0001f324\\ufe0f',\\U0001f324\\ufe0f
1F324,unqualified,🌤,E0.7,sun behind small cloud,b'\xf0\x9f\x8c\xa4',\xf0\x9f\x8c\xa4,xf0x9fx8cxa4,b'\\U0001f324',\\U0001f324
