hex_codepoint,status,emoji,e_version,description,utf8_bytes,utf8_str,utf8_clean,unicode_bytes,unicode_str
1F9D4 1F3FF,fully-qualified,🧔🏿,E5.0,"person: dark skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf,xf0x9fxa7x94xf0x9fx8fxbf,b'\\U0001f9d4\\U0001f3ff',\\U0001f9d4\\U0001f3ff
1F9D4 200D 2642,fully-qualified,🧔‍♂️,E13.1,man: beard,b'\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fxa7x94xe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f9d4\\u200d\\u2642\\ufe0f',\\U0001f9d4\\u200d\\u2642\\ufe0f
1F9D4 200D 2642,minimally-qualified,🧔‍♂,E13.1,man: beard,b'\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x82,xf0x9fxa7x94xe2x80x8dxe2x99x82,b'\\U0001f9d4\\u200d\\u2642',\\U0001f9d4\\u200d\\u2642
1F9D4 1F3FB 200D,fully-qualified,🧔🏻‍♂️,E13.1,"man: light skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbbxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f9d4\\U0001f3fb\\u200d\\u2642\\ufe0f',\\U0001f9d4\\U0001f3fb\\u200d\\u2642\\ufe0f
1F9D4 1F3FB 200D,minimally-qualified,🧔🏻‍♂,E13.1,"man: light skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82,xf0x9fxa7x94xf0x9fx8fxbbxe2x80x8dxe2x99x82,b'\\U0001f9d4\\U0001f3fb\\u200d\\u2642',\\U0001f9d4\\U0001f3fb\\u200d\\u2642
1F9D4 1F3FC 200D,fully-qualified,🧔🏼‍♂️,E13.1,"man: medium-light skin tone,",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbcxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f9d4\\U0001f3fc\\u200d\\u2642\\ufe0f',\\U0001f9d4\\U0001f3fc\\u200d\\u2642\\ufe0f
1F9D4 1F3FC 200D,minimally-qualified,🧔🏼‍♂,E13.1,"man: medium-light skin tone, b",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82,xf0x9fxa7x94xf0x9fx8fxbcxe2x80x8dxe2x99x82,b'\\U0001f9d4\\U0001f3fc\\u200d\\u2642',\\U0001f9d4\\U0001f3fc\\u200d\\u2642
1F9D4 1F3FD 200D,fully-qualified,🧔🏽‍♂️,E13.1,"man: medium skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbdxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f9d4\\U0001f3fd\\u200d\\u2642\\ufe0f',\\U0001f9d4\\U0001f3fd\\u200d\\u2642\\ufe0f
1F9D4 1F3FD 200D,minimally-qualified,🧔🏽‍♂,E13.1,"man: medium skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82,xf0x9fxa7x94xf0x9fx8fxbdxe2x80x8dxe2x99x82,b'\\U0001f9d4\\U0001f3fd\\u200d\\u2642',\\U0001f9d4\\U0001f3fd\\u200d\\u2642
1F9D4 1F3FE 200D,fully-qualified,🧔🏾‍♂️,E13.1,"man: medium-dark skin tone, b",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbexe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f9d4\\U0001f3fe\\u200d\\u2642\\ufe0f',\\U0001f9d4\\U0001f3fe\\u200d\\u2642\\ufe0f
1F9D4 1F3FE 200D,minimally-qualified,🧔🏾‍♂,E13.1,"man: medium-dark skin tone, be",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82,xf0x9fxa7x94xf0x9fx8fxbexe2x80x8dxe2x99x82,b'\\U0001f9d4\\U0001f3fe\\u200d\\u2642',\\U0001f9d4\\U0001f3fe\\u200d\\u2642
1F9D4 1F3FF 200D,fully-qualified,🧔🏿‍♂️,E13.1,"man: dark skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbfxe2x80x8dxe2x99x82xefxb8x8f,b'\\U0001f9d4\\U0001f3ff\\u200d\\u2642\\ufe0f',\\U0001f9d4\\U0001f3ff\\u200d\\u2642\\ufe0f
1F9D4 1F3FF 200D,minimally-qualified,🧔🏿‍♂,E13.1,"man: dark skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82,xf0x9fxa7x94xf0x9fx8fxbfxe2x80x8dxe2x99x82,b'\\U0001f9d4\\U0001f3ff\\u200d\\u2642',\\U0001f9d4\\U0001f3ff\\u200d\\u2642
1F9D4 200D 2640,fully-qualified,🧔‍♀️,E13.1,woman: beard,b'\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fxa7x94xe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f9d4\\u200d\\u2640\\ufe0f',\\U0001f9d4\\u200d\\u2640\\ufe0f
1F9D4 200D 2640,minimally-qualified,🧔‍♀,E13.1,woman: beard,b'\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x80,xf0x9fxa7x94xe2x80x8dxe2x99x80,b'\\U0001f9d4\\u200d\\u2640',\\U0001f9d4\\u200d\\u2640
1F9D4 1F3FB 200D,fully-qualified,🧔🏻‍♀️,E13.1,"woman: light skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbbxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f9d4\\U0001f3fb\\u200d\\u2640\\ufe0f',\\U0001f9d4\\U0001f3fb\\u200d\\u2640\\ufe0f
1F9D4 1F3FB 200D,minimally-qualified,🧔🏻‍♀,E13.1,"woman: light skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80,xf0x9fxa7x94xf0x9fx8fxbbxe2x80x8dxe2x99x80,b'\\U0001f9d4\\U0001f3fb\\u200d\\u2640',\\U0001f9d4\\U0001f3fb\\u200d\\u2640
1F9D4 1F3FC 200D,fully-qualified,🧔🏼‍♀️,E13.1,woman: medium-light skin tone,b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f9d4\\U0001f3fc\\u200d\\u2640\\ufe0f',\\U0001f9d4\\U0001f3fc\\u200d\\u2640\\ufe0f
1F9D4 1F3FC 200D,minimally-qualified,🧔🏼‍♀,E13.1,"woman: medium-light skin tone,",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80,xf0x9fxa7x94xf0x9fx8fxbcxe2x80x8dxe2x99x80,b'\\U0001f9d4\\U0001f3fc\\u200d\\u2640',\\U0001f9d4\\U0001f3fc\\u200d\\u2640
1F9D4 1F3FD 200D,fully-qualified,🧔🏽‍♀️,E13.1,"woman: medium skin tone, bear",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbdxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f9d4\\U0001f3fd\\u200d\\u2640\\ufe0f',\\U0001f9d4\\U0001f3fd\\u200d\\u2640\\ufe0f
1F9D4 1F3FD 200D,minimally-qualified,🧔🏽‍♀,E13.1,"woman: medium skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80,xf0x9fxa7x94xf0x9fx8fxbdxe2x80x8dxe2x99x80,b'\\U0001f9d4\\U0001f3fd\\u200d\\u2640',\\U0001f9d4\\U0001f3fd\\u200d\\u2640
1F9D4 1F3FE 200D,fully-qualified,🧔🏾‍♀️,E13.1,"woman: medium-dark skin tone,",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbexe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f9d4\\U0001f3fe\\u200d\\u2640\\ufe0f',\\U0001f9d4\\U0001f3fe\\u200d\\u2640\\ufe0f
1F9D4 1F3FE 200D,minimally-qualified,🧔🏾‍♀,E13.1,"woman: medium-dark skin tone,",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80,xf0x9fxa7x94xf0x9fx8fxbexe2x80x8dxe2x99x80,b'\\U0001f9d4\\U0001f3fe\\u200d\\u2640',\\U0001f9d4\\U0001f3fe\\u200d\\u2640
1F9D4 1F3FF 200D,fully-qualified,🧔🏿‍♀️,E13.1,"woman: dark skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fxa7x94xf0x9fx8fxbfxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f9d4\\U0001f3ff\\u200d\\u2640\\ufe0f',\\U0001f9d4\\U0001f3ff\\u200d\\u2640\\ufe0f
1F9D4 1F3FF 200D,minimally-qualified,🧔🏿‍♀,E13.1,"woman: dark skin tone, beard",b'\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\xa7\x94\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80,xf0x9fxa7x94xf0x9fx8fxbfxe2x80x8dxe2x99x80,b'\\U0001f9d4\\U0001f3ff\\u200d\\u2640',\\U0001f9d4\\U0001f3ff\\u200d\\u2640
1F468 200D 1F9B0,fully-qualified,👨‍🦰,E11.0,man: red hair,b'\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa8xe2x80x8dxf0x9fxa6xb0,b'\\U0001f468\\u200d\\U0001f9b0',\\U0001f468\\u200d\\U0001f9b0
1F468 1F3FB 200D,fully-qualified,👨🏻‍🦰,E11.0,"man: light skin tone, red hair",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa8xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb0,b'\\U0001f468\\U0001f3fb\\u200d\\U0001f9b0',\\U0001f468\\U0001f3fb\\u200d\\U0001f9b0
1F468 1F3FC 200D,fully-qualified,👨🏼‍🦰,E11.0,"man: medium-light skin tone, r",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa8xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb0,b'\\U0001f468\\U0001f3fc\\u200d\\U0001f9b0',\\U0001f468\\U0001f3fc\\u200d\\U0001f9b0
1F468 1F3FD 200D,fully-qualified,👨🏽‍🦰,E11.0,"man: medium skin tone, red hai",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa8xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb0,b'\\U0001f468\\U0001f3fd\\u200d\\U0001f9b0',\\U0001f468\\U0001f3fd\\u200d\\U0001f9b0
1F468 1F3FE 200D,fully-qualified,👨🏾‍🦰,E11.0,"man: medium-dark skin tone, re",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa8xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb0,b'\\U0001f468\\U0001f3fe\\u200d\\U0001f9b0',\\U0001f468\\U0001f3fe\\u200d\\U0001f9b0
1F468 1F3FF 200D,fully-qualified,👨🏿‍🦰,E11.0,"man: dark skin tone, red hair",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa8xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb0,b'\\U0001f468\\U0001f3ff\\u200d\\U0001f9b0',\\U0001f468\\U0001f3ff\\u200d\\U0001f9b0
1F468 200D 1F9B1,fully-qualified,👨‍🦱,E11.0,man: curly hair,b'\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa8xe2x80x8dxf0x9fxa6xb1,b'\\U0001f468\\u200d\\U0001f9b1',\\U0001f468\\u200d\\U0001f9b1
1F468 1F3FB 200D,fully-qualified,👨🏻‍🦱,E11.0,"man: light skin tone, curly ha",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa8xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb1,b'\\U0001f468\\U0001f3fb\\u200d\\U0001f9b1',\\U0001f468\\U0001f3fb\\u200d\\U0001f9b1
1F468 1F3FC 200D,fully-qualified,👨🏼‍🦱,E11.0,"man: medium-light skin tone, c",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa8xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb1,b'\\U0001f468\\U0001f3fc\\u200d\\U0001f9b1',\\U0001f468\\U0001f3fc\\u200d\\U0001f9b1
1F468 1F3FD 200D,fully-qualified,👨🏽‍🦱,E11.0,"man: medium skin tone, curly h",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa8xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb1,b'\\U0001f468\\U0001f3fd\\u200d\\U0001f9b1',\\U0001f468\\U0001f3fd\\u200d\\U0001f9b1
1F468 1F3FE 200D,fully-qualified,👨🏾‍🦱,E11.0,"man: medium-dark skin tone, cu",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa8xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb1,b'\\U0001f468\\U0001f3fe\\u200d\\U0001f9b1',\\U0001f468\\U0001f3fe\\u200d\\U0001f9b1
1F468 1F3FF 200D,fully-qualified,👨🏿‍🦱,E11.0,"man: dark skin tone, curly hai",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa8xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb1,b'\\U0001f468\\U0001f3ff\\u200d\\U0001f9b1',\\U0001f468\\U0001f3ff\\u200d\\U0001f9b1
1F468 200D 1F9B3,fully-qualified,👨‍🦳,E11.0,man: white hair,b'\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa8xe2x80x8dxf0x9fxa6xb3,b'\\U0001f468\\u200d\\U0001f9b3',\\U0001f468\\u200d\\U0001f9b3
1F468 1F3FB 200D,fully-qualified,👨🏻‍🦳,E11.0,"man: light skin tone, white ha",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa8xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb3,b'\\U0001f468\\U0001f3fb\\u200d\\U0001f9b3',\\U0001f468\\U0001f3fb\\u200d\\U0001f9b3
1F468 1F3FC 200D,fully-qualified,👨🏼‍🦳,E11.0,"man: medium-light skin tone, w",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa8xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb3,b'\\U0001f468\\U0001f3fc\\u200d\\U0001f9b3',\\U0001f468\\U0001f3fc\\u200d\\U0001f9b3
1F468 1F3FD 200D,fully-qualified,👨🏽‍🦳,E11.0,"man: medium skin tone, white h",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa8xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb3,b'\\U0001f468\\U0001f3fd\\u200d\\U0001f9b3',\\U0001f468\\U0001f3fd\\u200d\\U0001f9b3
1F468 1F3FE 200D,fully-qualified,👨🏾‍🦳,E11.0,"man: medium-dark skin tone, wh",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa8xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb3,b'\\U0001f468\\U0001f3fe\\u200d\\U0001f9b3',\\U0001f468\\U0001f3fe\\u200d\\U0001f9b3
1F468 1F3FF 200D,fully-qualified,👨🏿‍🦳,E11.0,"man: dark skin tone, white hai",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa8xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb3,b'\\U0001f468\\U0001f3ff\\u200d\\U0001f9b3',\\U0001f468\\U0001f3ff\\u200d\\U0001f9b3
1F468 200D 1F9B2,fully-qualified,👨‍🦲,E11.0,man: bald,b'\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa8xe2x80x8dxf0x9fxa6xb2,b'\\U0001f468\\u200d\\U0001f9b2',\\U0001f468\\u200d\\U0001f9b2
1F468 1F3FB 200D,fully-qualified,👨🏻‍🦲,E11.0,"man: light skin tone, bald",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa8xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb2,b'\\U0001f468\\U0001f3fb\\u200d\\U0001f9b2',\\U0001f468\\U0001f3fb\\u200d\\U0001f9b2
1F468 1F3FC 200D,fully-qualified,👨🏼‍🦲,E11.0,"man: medium-light skin tone, b",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa8xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb2,b'\\U0001f468\\U0001f3fc\\u200d\\U0001f9b2',\\U0001f468\\U0001f3fc\\u200d\\U0001f9b2
1F468 1F3FD 200D,fully-qualified,👨🏽‍🦲,E11.0,"man: medium skin tone, bald",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa8xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb2,b'\\U0001f468\\U0001f3fd\\u200d\\U0001f9b2',\\U0001f468\\U0001f3fd\\u200d\\U0001f9b2
1F468 1F3FE 200D,fully-qualified,👨🏾‍🦲,E11.0,"man: medium-dark skin tone, ba",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa8xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb2,b'\\U0001f468\\U0001f3fe\\u200d\\U0001f9b2',\\U0001f468\\U0001f3fe\\u200d\\U0001f9b2
1F468 1F3FF 200D,fully-qualified,👨🏿‍🦲,E11.0,"man: dark skin tone, bald",b'\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa8xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb2,b'\\U0001f468\\U0001f3ff\\u200d\\U0001f9b2',\\U0001f468\\U0001f3ff\\u200d\\U0001f9b2
1F469,fully-qualified,👩,E0.6,woman,b'\xf0\x9f\x91\xa9',\xf0\x9f\x91\xa9,xf0x9fx91xa9,b'\\U0001f469',\\U0001f469
1F469 1F3FB,fully-qualified,👩🏻,E1.0,woman: light skin tone,b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xb,xf0x9fx91xa9xf0x9fx8fxb,b'\\U0001f469\\U0001f3fb',\\U0001f469\\U0001f3f
1F469 1F3FC,fully-qualified,👩🏼,E1.0,woman: medium-light skin tone,b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc,xf0x9fx91xa9xf0x9fx8fxbc,b'\\U0001f469\\U0001f3fc',\\U0001f469\\U0001f3fc
1F469 1F3FD,fully-qualified,👩🏽,E1.0,woman: medium skin tone,b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd,xf0x9fx91xa9xf0x9fx8fxbd,b'\\U0001f469\\U0001f3fd',\\U0001f469\\U0001f3fd
1F469 1F3FE,fully-qualified,👩🏾,E1.0,woman: medium-dark skin tone,b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe,xf0x9fx91xa9xf0x9fx8fxbe,b'\\U0001f469\\U0001f3fe',\\U0001f469\\U0001f3fe
1F469 1F3FF,fully-qualified,👩🏿,E1.0,woman: dark skin tone,b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf,xf0x9fx91xa9xf0x9fx8fxbf,b'\\U0001f469\\U0001f3ff',\\U0001f469\\U0001f3ff
